# Generation  Evaluations  Time(s)  Best-obj. Best-cons. [Pop.index  Subgen.  Pop.size  Dis.mult.[0]  Pop.best.obj. Pop.avg.obj.  Pop.var.obj. Pop.worst.obj.  Pop.best.con. Pop.avg.con.  Pop.var.con. Pop.worst.con.]
         0  190.000000       0.003 4.0178731047e+10  0.000000e+00  
         0  763.000000       0.005 1.2263765489e+08  0.000000e+00  
         1 6600.000000       0.015 2.6612416293e+05  0.000000e+00  
         2 55723.000000       0.093 5.0036503899e+03  0.000000e+00  
         3 453626.000000       0.774 1.0851126381e-08  0.000000e+00  
         4 481368.000000       0.818 9.8375818283e-11  0.000000e+00  
